Time,BreathingWaveform
10/09/2019 13:07:46.428,0
10/09/2019 13:07:46.468,0
10/09/2019 13:07:46.508,0
10/09/2019 13:07:46.548,0
10/09/2019 13:07:46.588,0
10/09/2019 13:07:46.628,0
10/09/2019 13:07:46.668,0
10/09/2019 13:07:46.708,0
10/09/2019 13:07:46.748,0
10/09/2019 13:07:46.788,0
10/09/2019 13:07:46.828,0
10/09/2019 13:07:46.868,0
10/09/2019 13:07:46.908,0
10/09/2019 13:07:46.948,0
10/09/2019 13:07:46.988,0
10/09/2019 13:07:47.028,0
10/09/2019 13:07:47.068,0
10/09/2019 13:07:47.108,0
10/09/2019 13:07:47.148,0
10/09/2019 13:07:47.188,0
10/09/2019 13:07:47.228,0
10/09/2019 13:07:47.268,0
10/09/2019 13:07:47.308,0
10/09/2019 13:07:47.348,0
10/09/2019 13:07:47.388,0
10/09/2019 13:07:47.428,0
10/09/2019 13:07:47.468,0
10/09/2019 13:07:47.508,0
10/09/2019 13:07:47.548,0
10/09/2019 13:07:47.588,0
10/09/2019 13:07:47.628,0
10/09/2019 13:07:47.668,0
10/09/2019 13:07:47.708,0
10/09/2019 13:07:47.748,0
10/09/2019 13:07:47.788,0
10/09/2019 13:07:47.828,0
10/09/2019 13:07:47.868,0
10/09/2019 13:07:47.908,0
10/09/2019 13:07:47.948,0
10/09/2019 13:07:47.988,0
10/09/2019 13:07:48.028,0
10/09/2019 13:07:48.068,0
10/09/2019 13:07:48.108,0
10/09/2019 13:07:48.148,0
10/09/2019 13:07:48.188,0
10/09/2019 13:07:48.228,0
10/09/2019 13:07:48.268,0
10/09/2019 13:07:48.308,0
10/09/2019 13:07:48.348,0
10/09/2019 13:07:48.388,0
10/09/2019 13:07:48.428,0
10/09/2019 13:07:48.468,0
10/09/2019 13:07:48.508,0
10/09/2019 13:07:48.548,0
10/09/2019 13:07:48.588,0
10/09/2019 13:07:48.628,0
10/09/2019 13:07:48.668,0
10/09/2019 13:07:48.708,0
10/09/2019 13:07:48.748,0
10/09/2019 13:07:48.788,0
10/09/2019 13:07:48.828,0
10/09/2019 13:07:48.868,0
10/09/2019 13:07:48.908,0
10/09/2019 13:07:48.948,0
10/09/2019 13:07:48.988,0
10/09/2019 13:07:49.028,0
10/09/2019 13:07:49.068,0
10/09/2019 13:07:49.108,0
10/09/2019 13:07:49.148,0
10/09/2019 13:07:49.188,0
10/09/2019 13:07:49.228,0
10/09/2019 13:07:49.268,0
10/09/2019 13:07:49.308,0
10/09/2019 13:07:49.348,0
10/09/2019 13:07:49.388,0
10/09/2019 13:07:49.428,0
10/09/2019 13:07:49.468,0
10/09/2019 13:07:49.508,0
10/09/2019 13:07:49.548,0
10/09/2019 13:07:49.588,0
10/09/2019 13:07:49.628,0
10/09/2019 13:07:49.668,0
10/09/2019 13:07:49.708,0
10/09/2019 13:07:49.748,0
