Time,BreathingWaveform
12/09/2019 08:38:03.434,0
12/09/2019 08:38:03.474,0
12/09/2019 08:38:03.514,0
12/09/2019 08:38:03.554,0
12/09/2019 08:38:03.594,0
12/09/2019 08:38:03.634,0
12/09/2019 08:38:03.674,0
12/09/2019 08:38:03.714,0
12/09/2019 08:38:03.754,0
12/09/2019 08:38:03.794,0
12/09/2019 08:38:03.834,0
12/09/2019 08:38:03.874,0
12/09/2019 08:38:03.914,0
12/09/2019 08:38:03.954,0
12/09/2019 08:38:03.994,0
12/09/2019 08:38:04.034,0
12/09/2019 08:38:04.074,0
12/09/2019 08:38:04.114,0
12/09/2019 08:38:04.154,0
12/09/2019 08:38:04.194,0
12/09/2019 08:38:04.234,0
12/09/2019 08:38:04.274,0
12/09/2019 08:38:04.314,0
12/09/2019 08:38:04.354,0
12/09/2019 08:38:04.394,0
12/09/2019 08:38:04.434,0
12/09/2019 08:38:04.474,0
12/09/2019 08:38:04.514,0
12/09/2019 08:38:04.554,0
12/09/2019 08:38:04.594,0
12/09/2019 08:38:04.634,0
12/09/2019 08:38:04.674,0
12/09/2019 08:38:04.714,0
12/09/2019 08:38:04.754,0
12/09/2019 08:38:04.794,0
12/09/2019 08:38:04.834,0
12/09/2019 08:38:04.874,0
12/09/2019 08:38:04.914,0
12/09/2019 08:38:04.954,0
12/09/2019 08:38:04.994,0
12/09/2019 08:38:05.034,0
12/09/2019 08:38:05.074,0
12/09/2019 08:38:05.114,0
12/09/2019 08:38:05.154,0
12/09/2019 08:38:05.194,0
12/09/2019 08:38:05.234,0
12/09/2019 08:38:05.274,0
12/09/2019 08:38:05.314,0
12/09/2019 08:38:05.354,0
12/09/2019 08:38:05.394,0
12/09/2019 08:38:05.434,0
12/09/2019 08:38:05.474,0
12/09/2019 08:38:05.514,0
12/09/2019 08:38:05.554,0
12/09/2019 08:38:05.594,0
12/09/2019 08:38:05.634,0
12/09/2019 08:38:05.674,0
12/09/2019 08:38:05.714,0
12/09/2019 08:38:05.754,0
12/09/2019 08:38:05.794,0
12/09/2019 08:38:05.834,0
12/09/2019 08:38:05.874,0
12/09/2019 08:38:05.914,0
12/09/2019 08:38:05.954,0
12/09/2019 08:38:05.994,0
12/09/2019 08:38:06.034,0
12/09/2019 08:38:06.074,0
12/09/2019 08:38:06.114,0
12/09/2019 08:38:06.154,0
12/09/2019 08:38:06.194,0
12/09/2019 08:38:06.234,0
12/09/2019 08:38:06.274,0
12/09/2019 08:38:06.314,0
