x,y
0.29974099643101915,0.7735655112301455
0.42838566677768863,0.977323760068187
0.3242407792748426,0.8449359611010048
0.3811389772501804,0.07896393176917715
0.4890199429707267,0.031388943572389305
0.811996128031738,0.4047624764905974
0.4599531233461671,0.002553795515713664
0.855218803314534,0.8839915170402269
0.0824039785610472,0.11438615588974044
0.2389783599482066,0.8834846171671892
0.31275828770816727,0.8869739077075515
0.7991821586398941,0.0925559737382482
0.1672749704801747,0.810334839107211
0.7745801643773945,0.016935356734997575
0.3753848596559459,0.9383624670567383
0.864941755816401,0.8937323919252963
0.370855412200077,0.16607125923981458
0.16970067985905368,0.9325182588768817
0.36591967117354074,0.16092784663466175
0.2654235362234195,0.10330426410957227
0.8606298429770068,0.9244767007366183
0.9499236075794767,0.793018417711968
0.04687877042388755,0.6454069422659466
0.9232891356548655,0.8476782515009362
0.8211712770834452,0.8807527929995761
0.9249632641441031,0.8652156868782186
0.1801847625330949,0.26291866745174786
0.17572220292978236,0.006058497930344742
0.6721762946125787,0.0409755403477714
0.1016285120146031,0.5588556699467424
0.09540551354391091,0.2006969237203251
0.1072962523015899,0.3316543369432725
0.45144698453088317,0.21780935948896174
0.9301191742851309,0.8465284016706595
0.03194985763415559,0.2405957056321063
0.12905912910310025,0.923889411529099
0.013431051517755144,0.5651995808518019
0.9499691631458245,0.8445934241297421
0.9022626278056555,0.7901262252084955
0.13463646541590246,0.9556730236127305
0.09197610578723658,0.042052139898130614
